article,category,chunk_id,priority,source,src_title,text
"「3조, 4조, 11조」","['우선변제권', '대항력', '차임보증금', '주택유형', '임차권등기', '계약갱신', '독소조항']",chunk_05,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제4조(확정일자부 기재사항 등) ① 법 제3조의6제1항에 따른 확정일자부여기관(지방법원 및 그 지원과 등기소는 제외하며, 이하 “확정일자부여기관”이라 한다)이 같은 조 제2항에 따라 작성하는 확정일자부에 기재하여야 할 사항은 다음 각 호와 같다.

1. 확정일자번호

2. 확정일자 부여일

3. 임대인ㆍ임차인의 인적사항

가. 자연인인 경우

성명, 주소, 주민등록번호(외국인은 외국인등록번호)

나. 법인이거나 법인 아닌 단체인 경우

법인명ㆍ단체명, 법인등록번호ㆍ부동산등기용등록번호, 본점ㆍ주사무소 소재지

4. 주택 소재지

5. 임대차 목적물

6. 임대차 기간

7. 차임ㆍ보증금

8. 신청인의 성명과 주민등록번호 앞 6자리(외국인은 외국인등록번호 앞 6자리)

② 확정일자는 확정일자번호, 확정일자 부여일 및 확정일자부여기관을 주택임대차계약증서에 표시하는 방법으로 부여한다.

③ 제1항 및 제2항에서 규정한 사항 외에 확정일자부 작성방법 및 확정일자 부여 시 확인사항 등 확정일자 부여 사무에 관하여 필요한 사항은 법무부령으로 정한다.

[본조신설 2013. 12. 30.]

[종전 제4조는 제11조로 이동 <2013. 12. 30.>]"
"「3조, 5조, 6조, 12조」","['우선변제권', '주택유형', '계약갱신']",chunk_06,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제5조(주택의 임대차에 이해관계가 있는 자의 범위) 법 제3조의6제3항에 따라 정보제공을 요청할 수 있는 주택의 임대차에 이해관계가 있는 자(이하 “이해관계인”이라 한다)는 다음 각 호의 어느 하나에 해당하는 자로 한다. <개정 2020. 9. 29.>

1. 해당 주택의 임대인ㆍ임차인

2. 해당 주택의 소유자

3. 해당 주택 또는 그 대지의 등기기록에 기록된 권리자 중 법무부령으로 정하는 자

4. 법 제3조의2제7항에 따라 우선변제권을 승계한 금융기관

5. 법 제6조의3제1항제8호의 사유로 계약의 갱신이 거절된 임대차계약의 임차인이었던 자

6. 제1호부터 제5호까지의 규정에 준하는 지위 또는 권리를 가지는 자로서 법무부령으로 정하는 자

[본조신설 2013. 12. 30.]

[종전 제5조는 제12조로 이동 <2013. 12. 30.>]"
"「3조, 5조, 6조, 13조」","['우선변제권', '차임보증금', '계약갱신', '임대인의무']",chunk_07,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제6조(요청할 수 있는 정보의 범위 및 제공방법) ① 제5조제1호 또는 제5호에 해당하는 자는 법 제3조의6제3항에 따라 확정일자부여기관에 해당 임대차계약(제5조제5호에 해당하는 자의 경우에는 갱신요구가 거절되지 않았더라면 갱신되었을 기간 중에 존속하는 임대차계약을 말한다)에 관한 다음 각 호의 사항의 열람 또는 그 내용을 기록한 서면의 교부를 요청할 수 있다. <개정 2020. 9. 29.>

1. 임대차목적물

2. 임대인ㆍ임차인의 인적사항(제5조제5호에 해당하는 자는 임대인ㆍ임차인의 성명, 법인명 또는 단체명으로 한정한다)

3. 확정일자 부여일

4. 차임ㆍ보증금

5. 임대차기간

② 제5조제2호부터 제4호까지 또는 제6호의 어느 하나에 해당하는 자이거나 임대차계약을 체결하려는 자는 법 제3조의6제3항 또는 제4항에 따라 확정일자부여기관에 다음 각 호의 사항의 열람 또는 그 내용을 기록한 서면의 교부를 요청할 수 있다.<개정 2020. 9. 29.>

1. 임대차목적물

2. 확정일자 부여일

3. 차임ㆍ보증금

4. 임대차기간

③ 제1항 및 제2항에서 규정한 사항 외에 정보제공 요청에 필요한 사항은 법무부령으로 정한다.

[본조신설 2013. 12. 30.]

[종전 제6조는 제13조로 이동 <2013. 12. 30.>]"
"「3조, 7조, 14조」","['우선변제권', '독소조항']",chunk_08,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제7조(수수료) ① 법 제3조의6제5항에 따라 확정일자부여기관에 내야 하는 수수료는 확정일자 부여에 관한 수수료와 정보제공에 관한 수수료로 구분하며, 그 구체적인 금액은 법무부령으로 정한다.

② 「국민기초생활 보장법」에 따른 수급자 등 법무부령으로 정하는 사람에 대해서는 제1항에 따른 수수료를 면제할 수 있다.

[본조신설 2013. 12. 30.]

[종전 제7조는 제14조로 이동 <2013. 12. 30.>]"
"「2조, 7조, 8조, 15조」",['차임보증금'],chunk_09,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제8조(차임 등 증액청구의 기준 등) ① 법 제7조에 따른 차임이나 보증금(이하 “차임등”이라 한다)의 증액청구는 약정한 차임등의 20분의 1의 금액을 초과하지 못한다.

② 제1항에 따른 증액청구는 임대차계약 또는 약정한 차임등의 증액이 있은 후 1년 이내에는 하지 못한다.

[전문개정 2008. 8. 21.]

[제2조에서 이동, 종전 제8조는 제15조로 이동 <2013. 12. 30.>]"
"「2조, 7조, 9조, 16조」",['차임보증금'],chunk_10,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제9조(월차임 전환 시 산정률) ① 법 제7조의2제1호에서 “대통령령으로 정하는 비율”이란 연 1할을 말한다.

② 법 제7조의2제2호에서 “대통령령으로 정하는 이율”이란 연 2퍼센트를 말한다.<개정 2016. 11. 29., 2020. 9. 29.>

[전문개정 2013. 12. 30.]

[제2조의2에서 이동, 종전 제9조는 제16조로 이동 <2013. 12. 30.>]"
"「3조, 8조, 10조, 17조」","['차임보증금', '우선변제권', '주택유형', '독소조항']",chunk_11,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제10조(보증금 중 일정액의 범위 등) ① 법 제8조에 따라 우선변제를 받을 보증금 중 일정액의 범위는 다음 각 호의 구분에 의한 금액 이하로 한다. <개정 2010. 7. 21., 2013. 12. 30., 2016. 3. 31., 2018. 9. 18., 2021. 5. 11., 2023. 2. 21.>

1. 서울특별시: 5천500만원

2. 「수도권정비계획법」에 따른 과밀억제권역(서울특별시는 제외한다), 세종특별자치시, 용인시, 화성시 및 김포시: 4천800만원

3. 광역시(「수도권정비계획법」에 따른 과밀억제권역에 포함된 지역과 군지역은 제외한다), 안산시, 광주시, 파주시, 이천시 및 평택시: 2천800만원

4. 그 밖의 지역: 2천500만원

② 임차인의 보증금 중 일정액이 주택가액의 2분의 1을 초과하는 경우에는 주택가액의 2분의 1에 해당하는 금액까지만 우선변제권이 있다.

③ 하나의 주택에 임차인이 2명 이상이고, 그 각 보증금 중 일정액을 모두 합한 금액이 주택가액의 2분의 1을 초과하는 경우에는 그 각 보증금 중 일정액을 모두 합한 금액에 대한 각 임차인의 보증금 중 일정액의 비율로 그 주택가액의 2분의 1에 해당하는 금액을 분할한 금액을 각 임차인의 보증금 중 일정액으로 본다.

④ 하나의 주택에 임차인이 2명 이상이고 이들이 그 주택에서 가정공동생활을 하는 경우에는 이들을 1명의 임차인으로 보아 이들의 각 보증금을 합산한다.

[전문개정 2008. 8. 21.]

[제3조에서 이동, 종전 제10조는 제17조로 이동 <2013. 12. 30.>]"
"「4조, 8조, 11조, 18조」","['우선변제권', '차임보증금', '독소조항']",chunk_12,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제11조(우선변제를 받을 임차인의 범위) 법 제8조에 따라 우선변제를 받을 임차인은 보증금이 다음 각 호의 구분에 의한 금액 이하인 임차인으로 한다. <개정 2010. 7. 21., 2013. 12. 30., 2016. 3. 31., 2018. 9. 18., 2021. 5. 11., 2023. 2. 21.>

1. 서울특별시: 1억6천500만원

2. 「수도권정비계획법」에 따른 과밀억제권역(서울특별시는 제외한다), 세종특별자치시, 용인시, 화성시 및 김포시: 1억4천500만원

3. 광역시(「수도권정비계획법」에 따른 과밀억제권역에 포함된 지역과 군지역은 제외한다), 안산시, 광주시, 파주시, 이천시 및 평택시: 8천500만원

4. 그 밖의 지역: 7천500만원

[전문개정 2008. 8. 21.]

[제4조에서 이동, 종전 제11조는 제18조로 이동 <2013. 12. 30.>]"
"「5조, 8조, 12조, 19조」",['주택유형'],chunk_13,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제12조(주택임대차위원회의 구성) 법 제8조의2제4항제6호에서 “대통령령으로 정하는 사람”이란 다음 각 호의 어느 하나에 해당하는 사람을 말한다. <개정 2017. 5. 29.>

1. 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 “시ㆍ도”라 한다)에서 주택정책 또는 부동산 관련 업무를 담당하는 주무부서의 실ㆍ국장

2. 법무사로서 5년 이상 해당 분야에서 종사하고 주택임대차 관련 업무 경험이 풍부한 사람

[본조신설 2009. 7. 30.]

[제5조에서 이동, 종전 제12조는 제19조로 이동 <2013. 12. 30.>]"
"「6조, 8조, 13조, 20조」","['계약갱신', '주택유형']",chunk_14,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제13조(위원의 임기 등) ① 법 제8조의2에 따른 주택임대차위원회(이하 “위원회”라 한다)의 위원의 임기는 2년으로 하되, 한 차례만 연임할 수 있다. 다만, 공무원인 위원의 임기는 그 직위에 재직하는 기간으로 한다. <개정 2016. 3. 31.>

② 위원장은 위촉된 위원이 다음 각 호의 어느 하나에 해당하는 경우에는 해당 위원을 해촉할 수 있다.<개정 2016. 3. 31.>

1. 심신장애로 인하여 직무를 수행할 수 없게 된 경우

2. 직무와 관련한 형사사건으로 기소된 경우

3. 직무태만, 품위손상, 그 밖의 사유로 인하여 위원으로 적합하지 아니하다고 인정되는 경우

4. 위원 스스로 직무를 수행하는 것이 곤란하다고 의사를 밝히는 경우

[본조신설 2009. 7. 30.]

[제6조에서 이동, 종전 제13조는 제20조로 이동 <2013. 12. 30.>]"
"「7조, 14조」",['기타'],chunk_15,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제14조(위원장의 직무) ① 위원장은 위원회를 대표하고, 위원회의 업무를 총괄한다.

② 위원장이 부득이한 사유로 인하여 직무를 수행할 수 없을 때에는 위원장이 미리 지명한 위원이 그 직무를 대행한다.

[본조신설 2009. 7. 30.]

[제7조에서 이동 <2013. 12. 30.>]"
"「8조, 15조」",['주택유형'],chunk_16,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제15조(간사) ① 위원회에 간사 1명을 두되, 간사는 주택임대차 관련 업무에 종사하는 법무부 소속의 고위공무원단에 속하는 일반직 공무원(이에 상당하는 특정직ㆍ별정직 공무원을 포함한다) 중에서 위원회의 위원장이 지명한다.

② 간사는 위원회의 운영을 지원하고, 위원회의 회의에 관한 기록과 그 밖에 서류의 작성과 보관에 관한 사무를 처리한다.

③ 간사는 위원회에 참석하여 심의사항을 설명하거나 그 밖에 필요한 발언을 할 수 있다.

[본조신설 2009. 7. 30.]

[제8조에서 이동 <2013. 12. 30.>]"
"「9조, 16조」",['기타'],chunk_17,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제16조(위원회의 회의) ① 위원회의 회의는 매년 1회 개최되는 정기회의와 위원장이 필요하다고 인정하거나 위원 3분의 1 이상이 요구할 경우에 개최되는 임시회의로 구분하여 운영한다.

② 위원장은 위원회의 회의를 소집하고, 그 의장이 된다.

③ 위원회의 회의는 재적위원 과반수의 출석으로 개의하고, 출석위원 과반수의 찬성으로 의결한다.

④ 위원회의 회의는 비공개로 한다.

⑤ 위원장은 위원이 아닌 자를 회의에 참석하게 하여 의견을 듣거나 관계 기관ㆍ단체 등에게 필요한 자료, 의견 제출 등 협조를 요청할 수 있다.

[본조신설 2009. 7. 30.]

[제9조에서 이동 <2013. 12. 30.>]"
"「10조, 17조」",['주택유형'],chunk_18,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제17조(실무위원회) ① 위원회에서 심의할 안건의 협의를 효율적으로 지원하기 위하여 위원회에 실무위원회를 둔다.

② 실무위원회는 다음 각 호의 사항을 협의ㆍ조정한다.

1. 심의안건 및 이와 관련하여 위원회가 위임한 사항

2. 그 밖에 위원장 및 위원이 실무협의를 요구하는 사항

③ 실무위원회의 위원장은 위원회의 간사가 되고, 실무위원회의 위원은 다음 각 호의 사람 중에서 그 소속기관의 장이 지명하는 사람으로 한다.<개정 2013. 3. 23., 2025. 12. 30.>

1. 재정경제부에서 물가 관련 업무를 담당하는 5급 이상의 국가공무원

2. 법무부에서 주택임대차 관련 업무를 담당하는 5급 이상의 국가공무원

3. 국토교통부에서 주택사업 또는 주거복지 관련 업무를 담당하는 5급 이상의 국가공무원

4. 시ㆍ도에서 주택정책 또는 부동산 관련 업무를 담당하는 5급 이상의 지방공무원

[본조신설 2009. 7. 30.]

[제10조에서 이동 <2013. 12. 30.>]"
"「11조, 18조」",['계약갱신'],chunk_19,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제18조(전문위원) ① 위원회의 심의사항에 관한 전문적인 조사ㆍ연구업무를 수행하기 위하여 5명 이내의 전문위원을 둘 수 있다.

② 전문위원은 법학, 경제학 또는 부동산학 등에 학식과 경험을 갖춘 사람 중에서 법무부장관이 위촉하고, 임기는 2년으로 한다.

[본조신설 2009. 7. 30.]

[제11조에서 이동 <2013. 12. 30.>]"
"「12조, 19조」",['기타'],chunk_20,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제19조(수당) 위원회 또는 실무위원회 위원에 대해서는 예산의 범위에서 수당을 지급할 수 있다. 다만, 공무원인 위원이 그 소관 업무와 직접적으로 관련되어 위원회에 출석하는 경우에는 그러하지 아니하다.

[본조신설 2009. 7. 30.]

[제12조에서 이동 <2013. 12. 30.>]"
"「13조, 20조」",['기타'],chunk_21,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제20조(운영세칙) 이 영에서 규정한 사항 외에 위원회의 운영에 필요한 사항은 법무부장관이 정한다.

[본조신설 2009. 7. 30.]

[제13조에서 이동 <2013. 12. 30.>]"
"「8조, 14조, 21조」","['분쟁조정', '주택유형']",chunk_22,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제21조(주택임대차분쟁조정위원회의 설치) 법 제14조제1항에 따른 주택임대차분쟁조정위원회(이하 “조정위원회”라 한다)를 두는 「법률구조법」 제8조에 따른 대한법률구조공단(이하 “공단”이라 한다), 공사 및 「한국부동산원법」에 따른 한국부동산원(이하 “부동산원”이라 한다)의 지부, 지사 또는 사무소와 그 관할구역은 별표 1과 같다. <개정 2020. 12. 8.>

[전문개정 2020. 9. 29.]"
"「14조, 22조, 26조, 30조」","['중개업무', '독소조항', '분쟁조정', '계약갱신', '주택유형']",chunk_23,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제22조(조정위원회의 심의ㆍ조정 사항) 법 제14조제2항제5호에서 “대통령령으로 정하는 주택임대차에 관한 분쟁”이란 다음 각 호의 분쟁을 말한다. <개정 2024. 12. 31.>

1. 임대차계약의 이행 및 임대차계약 내용의 해석에 관한 분쟁

2. 임대차계약 갱신 및 종료에 관한 분쟁

3. 임대차계약의 불이행 등에 따른 손해배상청구에 관한 분쟁

4. 공인중개사 보수 등 비용부담에 관한 분쟁

5. 「공인중개사법」 제30조에 따른 공인중개사의 손해배상책임(중개의뢰인이 같은 법 시행령 제26조제1항에 따라 보증기관에 손해배상금으로 공제금의 지급을 청구하는 경우를 포함한다)에 관한 분쟁

6. 주택임대차표준계약서 사용에 관한 분쟁

7. 그 밖에 제1호부터 제6호까지의 규정에 준하는 분쟁으로서 조정위원회의 위원장(이하 “위원장”이라 한다)이 조정이 필요하다고 인정하는 분쟁

[본조신설 2017. 5. 29.]"
"「14조, 23조」",['분쟁조정'],chunk_24,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제23조(공단의 지부 등에 두는 조정위원회 사무국) ① 법 제14조제3항에 따라 공단, 공사 및 부동산원의 지부, 지사 또는 사무소에 두는 조정위원회 사무국(이하 “사무국”이라 한다)에는 사무국장 1명을 두며, 사무국장 밑에 심사관 및 조사관을 둔다. <개정 2020. 9. 29., 2020. 12. 8.>

② 사무국장은 공단 이사장, 공사 사장 및 부동산원 원장이 각각 임명하며, 조정위원회의 위원(이하 “조정위원”이라 한다)을 겸직할 수 있다.<개정 2020. 9. 29., 2020. 12. 8.>

③ 심사관 및 조사관은 공단 이사장, 공사 사장 및 부동산원 원장이 각각 임명한다.<개정 2020. 9. 29., 2020. 12. 8.>

④ 사무국장은 사무국의 업무를 총괄하고, 소속 직원을 지휘ㆍ감독한다.

⑤ 심사관은 다음 각 호의 업무를 담당한다.

1. 분쟁조정신청 사건에 대한 쟁점정리 및 법률적 검토

2. 조사관이 담당하는 업무에 대한 지휘ㆍ감독

3. 그 밖에 위원장이 조정위원회의 사무 처리를 위하여 필요하다고 인정하는 업무

⑥ 조사관은 다음 각 호의 업무를 담당한다.

1. 조정신청의 접수

2. 분쟁조정 신청에 관한 민원의 안내

3. 조정당사자에 대한 송달 및 통지

4. 분쟁의 조정에 필요한 사실조사

5. 그 밖에 위원장이 조정위원회의 사무 처리를 위하여 필요하다고 인정하는 업무

⑦ 사무국장 및 심사관은 변호사의 자격이 있는 사람으로 한다.

[본조신설 2017. 5. 29.]

[제목개정 2020. 9. 29.]"
"「14조, 24조」",['분쟁조정'],chunk_25,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제24조(시ㆍ도의 조정위원회 사무국) 시ㆍ도가 법 제14조제1항 후단에 따라 조정위원회를 두는 경우 사무국의 조직 및 운영 등에 관한 사항은 그 지방자치단체의 실정을 고려하여 해당 시ㆍ도 조례로 정한다. <개정 2020. 9. 29.>

[본조신설 2017. 5. 29.]"
"「16조, 25조」","['분쟁조정', '주택유형']",chunk_26,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제25조(조정위원회 구성) 법 제16조제3항제6호에서 “대통령령으로 정하는 사람”이란 세무사ㆍ주택관리사ㆍ건축사로서 주택임대차 관계 업무에 6년 이상 종사한 사람을 말한다.

[본조신설 2017. 5. 29.]"
「26조」,['분쟁조정'],chunk_27,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제26조(조정위원회 운영) ① 조정위원회는 효율적인 운영을 위하여 필요한 경우에는 분쟁조정사건을 분리하거나 병합하여 심의ㆍ조정할 수 있다. 이 경우 당사자에게 지체 없이 그 사실을 통보하여야 한다.

② 조정위원회 회의는 공개하지 아니한다. 다만, 필요하다고 인정되는 경우에는 조정위원회의 의결로 당사자 또는 이해관계인에게 방청을 허가할 수 있다.

③ 조정위원회에 간사를 두며, 사무국의 직원 중에서 위원장이 지명한다.

④ 조정위원회는 회의록을 작성하고, 참여한 조정위원으로 하여금 서명 또는 기명날인하게 하여야 한다.

[본조신설 2017. 5. 29.]"
「27조」,['분쟁조정'],chunk_28,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제27조(조정위원에 대한 수당 등) 조정위원회 또는 조정부에 출석한 조정위원에 대해서는 예산의 범위에서 수당, 여비 및 그 밖에 필요한 경비를 지급할 수 있다.

[본조신설 2017. 5. 29.]"
"「2조, 17조, 28조」",['차임보증금'],chunk_29,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제28조(조정부에서 심의ㆍ조정할 사항) 법 제17조제3항제1호에서 “대통령령으로 정하는 금액 이하의 분쟁”이란 다음 각 호의 어느 하나에 해당하는 분쟁을 말한다.

1. 임대차계약의 보증금이 다음 각 목에서 정하는 금액 이하의 분쟁

가. 「수도권정비계획법」 제2조제1호에 따른 수도권 지역: 5억원

나. 가목에 따른 지역 외의 지역: 3억원

2. 조정으로 주장하는 이익의 값(이하 “조정목적의 값”이라 한다)이 2억원 이하인 분쟁. 이 경우 조정목적의 값 산정은 「민사소송 등 인지법」에 따른 소송목적의 값에 관한 산정 방식을 준용한다.

[본조신설 2017. 5. 29.]"
"「26조, 29조」",['분쟁조정'],chunk_30,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제29조(조정부의 구성 및 운영) ① 조정부의 위원은 조정위원 중에서 위원장이 지명한다.

② 둘 이상의 조정부를 두는 경우에는 위원장이 분쟁조정 신청사건을 담당할 조정부를 지정할 수 있다.

③ 조정부의 운영에 관하여는 제26조를 준용한다. 이 경우 “조정위원회”는 “조정부”로, “위원장”은 “조정부의 장”으로 본다.

[본조신설 2017. 5. 29.]"
"「2조, 30조」",['분쟁조정'],chunk_31,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제30조(조정의 신청) ① 조정의 신청은 서면(「전자문서 및 전자거래 기본법」 제2조제1호에 따른 전자문서를 포함한다. 이하 같다) 또는 구두로 할 수 있다.

② 구두로 조정을 신청하는 경우 조정신청인은 심사관 또는 조사관에게 진술하여야 한다. 이 경우 조정신청을 받은 심사관 또는 조사관은 조정신청조서를 작성하고 신청인으로 하여금 서명 또는 기명날인하도록 하여야 한다.

③ 조정신청서 또는 조정신청조서에는 당사자, 대리인, 신청의 취지와 분쟁의 내용 등을 기재하여야 한다. 이 경우 증거서류 또는 증거물이 있는 경우에는 이를 첨부하거나 제출하여야 한다.

[본조신설 2017. 5. 29.]"
"「21조, 22조, 23조, 24조, 31조」",['분쟁조정'],chunk_32,2,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_시행령(대통령령)(제35947호)(20260102),"제31조(조정신청인에게 안내하여야 할 사항) ① 법 제21조제2항에서 “대통령령으로 정하는 사항”이란 다음 각 호의 사항을 말한다.

1. 법 제21조제3항 각 호에 따른 조정 신청의 각하 사유

2. 법 제22조제2항에 따른 조정절차의 개시 요건

3. 법 제23조의 처리기간

4. 법 제24조에 따라 필요한 경우 신청인, 피신청인, 분쟁 관련 이해관계인 또는 참고인에게 출석하여 진술하게 하거나 필요한 자료나 물건 등의 제출을 요구할 수 있다는 사실

5. 조정성립의 요건 및 효력

6. 당사자가 부담하는 비용

② 제1항에 따른 안내는 안내할 사항이 기재된 서면을 교부 또는 송달하는 방법으로 할 수 있다.

[본조신설 2017. 5. 29.]"
